ID,Site Num,Date Local,NO2 Units,NO2 MEAN,O3 Units,O3 MEAN
2012-372,1103,4/18/2012,Parts per billion,29.743478,Parts per million,0.019
2012-373,1103,4/18/2012,Parts per billion,29.743478,Parts per million,0.019
2012-374,1103,4/18/2012,Parts per billion,29.743478,Parts per million,0.019
2012-375,1103,4/19/2012,Parts per billion,26.222727,Parts per million,0.02
2012-376,1103,4/19/2012,Parts per billion,26.222727,Parts per million,0.02
2012-377,1103,4/19/2012,Parts per billion,26.222727,Parts per million,0.02
2012-378,1103,4/19/2012,Parts per billion,26.222727,Parts per million,0.02
2012-379,1103,4/19/2012,Parts per billion,26.222727,Parts per million,0.02
2012-380,1103,4/19/2012,Parts per billion,26.222727,Parts per million,0.02
2012-381,1103,4/19/2012,Parts per billion,26.222727,Parts per million,0.02
2012-382,1103,4/19/2012,Parts per billion,26.222727,Parts per million,0.02
2012-383,1103,4/20/2012,Parts per billion,29.278261,Parts per million,0.02275
2012-384,1103,4/20/2012,Parts per billion,29.278261,Parts per million,0.02275
2012-385,1103,4/20/2012,Parts per billion,29.278261,Parts per million,0.02275
2012-386,1103,4/20/2012,Parts per billion,29.278261,Parts per million,0.02275
2012-387,1103,4/20/2012,Parts per billion,29.278261,Parts per million,0.02275
2012-388,1103,4/20/2012,Parts per billion,29.278261,Parts per million,0.02275
2012-389,1103,4/20/2012,Parts per billion,29.278261,Parts per million,0.02275
2012-390,1103,4/20/2012,Parts per billion,29.278261,Parts per million,0.02275
2012-391,1103,4/21/2012,Parts per billion,20.965217,Parts per million,0.029375
2012-392,1103,4/21/2012,Parts per billion,20.965217,Parts per million,0.029375
2012-393,1103,4/21/2012,Parts per billion,20.965217,Parts per million,0.029375
2012-394,1103,4/21/2012,Parts per billion,20.965217,Parts per million,0.029375
2012-395,1103,4/21/2012,Parts per billion,20.965217,Parts per million,0.029375
2012-396,1103,4/21/2012,Parts per billion,20.965217,Parts per million,0.029375
2012-397,1103,4/21/2012,Parts per billion,20.965217,Parts per million,0.029375
2012-398,1103,4/21/2012,Parts per billion,20.965217,Parts per million,0.029375
2012-399,1103,4/22/2012,Parts per billion,13.547826,Parts per million,0.03575
2012-400,1103,4/22/2012,Parts per billion,13.547826,Parts per million,0.03575
2012-401,1103,4/22/2012,Parts per billion,13.547826,Parts per million,0.03575
2012-402,1103,4/22/2012,Parts per billion,13.547826,Parts per million,0.03575
2012-403,1103,4/22/2012,Parts per billion,13.547826,Parts per million,0.03575
2012-404,1103,4/22/2012,Parts per billion,13.547826,Parts per million,0.03575
2012-405,1103,4/22/2012,Parts per billion,13.547826,Parts per million,0.03575
2012-406,1103,4/22/2012,Parts per billion,13.547826,Parts per million,0.03575
2012-407,1103,4/23/2012,Parts per billion,15.665217,Parts per million,0.01925
2012-408,1103,4/23/2012,Parts per billion,15.665217,Parts per million,0.01925
2012-409,1103,4/23/2012,Parts per billion,15.665217,Parts per million,0.01925
2012-410,1103,4/23/2012,Parts per billion,15.665217,Parts per million,0.01925
2012-411,1103,4/23/2012,Parts per billion,15.665217,Parts per million,0.01925
2012-412,1103,4/23/2012,Parts per billion,15.665217,Parts per million,0.01925
2012-413,1103,4/23/2012,Parts per billion,15.665217,Parts per million,0.01925
2012-414,1103,4/23/2012,Parts per billion,15.665217,Parts per million,0.01925
2012-415,1103,4/24/2012,Parts per billion,16.563636,Parts per million,0.015083
2012-416,1103,4/24/2012,Parts per billion,16.563636,Parts per million,0.015083
2012-417,1103,4/24/2012,Parts per billion,16.563636,Parts per million,0.015083
2012-418,1103,4/24/2012,Parts per billion,16.563636,Parts per million,0.015083
2012-419,1103,4/24/2012,Parts per billion,16.563636,Parts per million,0.015083
2012-420,1103,4/24/2012,Parts per billion,16.563636,Parts per million,0.015083
2012-421,1103,4/24/2012,Parts per billion,16.563636,Parts per million,0.015083
2012-422,1103,4/24/2012,Parts per billion,16.563636,Parts per million,0.015083
2012-423,1103,4/25/2012,Parts per billion,24.434783,Parts per million,0.014625
2012-424,1103,4/25/2012,Parts per billion,24.434783,Parts per million,0.014625
2012-425,1103,4/25/2012,Parts per billion,24.434783,Parts per million,0.014625
2012-426,1103,4/25/2012,Parts per billion,24.434783,Parts per million,0.014625
2012-427,1103,4/25/2012,Parts per billion,24.434783,Parts per million,0.014625
2012-428,1103,4/25/2012,Parts per billion,24.434783,Parts per million,0.014625
2012-429,1103,4/25/2012,Parts per billion,24.434783,Parts per million,0.014625
2012-430,1103,4/25/2012,Parts per billion,24.434783,Parts per million,0.014625
2012-431,1103,4/26/2012,Parts per billion,11.6,Parts per million,0.021583
2012-432,1103,4/26/2012,Parts per billion,11.6,Parts per million,0.021583
2012-433,1103,4/26/2012,Parts per billion,11.6,Parts per million,0.021583
2012-434,1103,4/26/2012,Parts per billion,11.6,Parts per million,0.021583
2012-435,1103,4/26/2012,Parts per billion,11.6,Parts per million,0.021583
2012-436,1103,4/26/2012,Parts per billion,11.6,Parts per million,0.021583
2012-437,1103,4/26/2012,Parts per billion,11.6,Parts per million,0.021583
2012-438,1103,4/26/2012,Parts per billion,11.6,Parts per million,0.021583
2012-439,1103,4/27/2012,Parts per billion,19.190909,Parts per million,0.019958
2012-440,1103,4/27/2012,Parts per billion,19.190909,Parts per million,0.019958
2012-441,1103,4/27/2012,Parts per billion,19.190909,Parts per million,0.019958
2012-442,1103,4/27/2012,Parts per billion,19.190909,Parts per million,0.019958
2012-443,1103,4/27/2012,Parts per billion,19.190909,Parts per million,0.019958
2012-444,1103,4/27/2012,Parts per billion,19.190909,Parts per million,0.019958
2012-445,1103,4/27/2012,Parts per billion,19.190909,Parts per million,0.019958
2012-446,1103,4/27/2012,Parts per billion,19.190909,Parts per million,0.019958
2012-447,1103,4/28/2012,Parts per billion,23.665217,Parts per million,0.025042
2012-448,1103,4/28/2012,Parts per billion,23.665217,Parts per million,0.025042
2012-449,1103,4/28/2012,Parts per billion,23.665217,Parts per million,0.025042
2012-450,1103,4/28/2012,Parts per billion,23.665217,Parts per million,0.025042
2012-451,1103,4/28/2012,Parts per billion,23.665217,Parts per million,0.025042
2012-452,1103,4/28/2012,Parts per billion,23.665217,Parts per million,0.025042
2012-453,1103,4/28/2012,Parts per billion,23.665217,Parts per million,0.025042
2012-454,1103,4/28/2012,Parts per billion,23.665217,Parts per million,0.025042
2012-455,1103,4/29/2012,Parts per billion,12.273913,Parts per million,0.031042
2012-456,1103,4/29/2012,Parts per billion,12.273913,Parts per million,0.031042
2012-457,1103,4/29/2012,Parts per billion,12.273913,Parts per million,0.031042
2012-458,1103,4/29/2012,Parts per billion,12.273913,Parts per million,0.031042
2012-459,1103,4/29/2012,Parts per billion,12.273913,Parts per million,0.031042
2012-460,1103,4/29/2012,Parts per billion,12.273913,Parts per million,0.031042
2012-461,1103,4/29/2012,Parts per billion,12.273913,Parts per million,0.031042
2012-462,1103,4/29/2012,Parts per billion,12.273913,Parts per million,0.031042
2012-463,1103,4/30/2012,Parts per billion,12.309524,Parts per million,0.031375
2012-464,1103,4/30/2012,Parts per billion,12.309524,Parts per million,0.031375
2012-465,1103,4/30/2012,Parts per billion,12.309524,Parts per million,0.031375
2012-466,1103,4/30/2012,Parts per billion,12.309524,Parts per million,0.031375
2012-467,1103,4/30/2012,Parts per billion,12.309524,Parts per million,0.031375
2012-468,1103,4/30/2012,Parts per billion,12.309524,Parts per million,0.031375
2012-469,1103,4/30/2012,Parts per billion,12.309524,Parts per million,0.031375
2012-470,1103,4/30/2012,Parts per billion,12.309524,Parts per million,0.031375
2012-471,1103,9/4/2012,Parts per billion,24.561538,Parts per million,0.019538
2012-472,1103,9/4/2012,Parts per billion,24.561538,Parts per million,0.019538
2012-473,1103,9/4/2012,Parts per billion,24.561538,Parts per million,0.019538
2012-474,1103,9/4/2012,Parts per billion,24.561538,Parts per million,0.019538
2012-475,1103,9/5/2012,Parts per billion,34.06,Parts per million,0.0155
2012-476,1103,9/5/2012,Parts per billion,34.06,Parts per million,0.0155
2012-477,1103,9/5/2012,Parts per billion,34.06,Parts per million,0.0155
2012-478,1103,9/5/2012,Parts per billion,34.06,Parts per million,0.0155
2012-479,1103,9/6/2012,Parts per billion,20.5,Parts per million,0.0265
2012-480,1103,9/6/2012,Parts per billion,20.5,Parts per million,0.0265
2012-481,1103,9/6/2012,Parts per billion,20.5,Parts per million,0.0265
2012-482,1103,9/6/2012,Parts per billion,20.5,Parts per million,0.0265
2012-483,1103,9/7/2012,Parts per billion,22.652381,Parts per million,0.01925
2012-484,1103,9/7/2012,Parts per billion,22.652381,Parts per million,0.01925
2012-485,1103,9/7/2012,Parts per billion,22.652381,Parts per million,0.01925
2012-486,1103,9/7/2012,Parts per billion,22.652381,Parts per million,0.01925
2012-487,1103,9/8/2012,Parts per billion,23.982609,Parts per million,0.025583
2012-488,1103,9/8/2012,Parts per billion,23.982609,Parts per million,0.025583
2012-489,1103,9/8/2012,Parts per billion,23.982609,Parts per million,0.025583
2012-490,1103,9/8/2012,Parts per billion,23.982609,Parts per million,0.025583
2012-491,1103,9/9/2012,Parts per billion,17.763636,Parts per million,0.03825
2012-492,1103,9/9/2012,Parts per billion,17.763636,Parts per million,0.03825
2012-493,1103,9/9/2012,Parts per billion,17.763636,Parts per million,0.03825
2012-494,1103,9/9/2012,Parts per billion,17.763636,Parts per million,0.03825
2012-495,1103,9/10/2012,Parts per billion,21.136364,Parts per million,0.025458
2012-496,1103,9/10/2012,Parts per billion,21.136364,Parts per million,0.025458
2012-497,1103,9/10/2012,Parts per billion,21.136364,Parts per million,0.025458
2012-498,1103,9/10/2012,Parts per billion,21.136364,Parts per million,0.025458
2012-499,1103,9/11/2012,Parts per billion,18.809091,Parts per million,0.022333
2012-500,1103,9/11/2012,Parts per billion,18.809091,Parts per million,0.022333
2012-501,1103,9/11/2012,Parts per billion,18.809091,Parts per million,0.022333
2012-502,1103,9/11/2012,Parts per billion,18.809091,Parts per million,0.022333
2012-503,1103,9/12/2012,Parts per billion,12.363636,Parts per million,0.026083
2012-504,1103,9/12/2012,Parts per billion,12.363636,Parts per million,0.026083
2012-505,1103,9/12/2012,Parts per billion,12.363636,Parts per million,0.026083
2012-506,1103,9/12/2012,Parts per billion,12.363636,Parts per million,0.026083
2012-507,1103,9/13/2012,Parts per billion,25.304545,Parts per million,0.020826
2012-508,1103,9/13/2012,Parts per billion,25.304545,Parts per million,0.020826
2012-509,1103,9/13/2012,Parts per billion,25.304545,Parts per million,0.020826
2012-510,1103,9/13/2012,Parts per billion,25.304545,Parts per million,0.020826
2012-511,1103,9/14/2012,Parts per billion,34.42381,Parts per million,0.02885
2012-512,1103,9/14/2012,Parts per billion,34.42381,Parts per million,0.02885
2012-513,1103,9/14/2012,Parts per billion,34.42381,Parts per million,0.02885
2012-514,1103,9/14/2012,Parts per billion,34.42381,Parts per million,0.02885
2012-515,1103,9/15/2012,Parts per billion,28.722727,Parts per million,0.037625
2012-516,1103,9/15/2012,Parts per billion,28.722727,Parts per million,0.037625
2012-517,1103,9/15/2012,Parts per billion,28.722727,Parts per million,0.037625
2012-518,1103,9/15/2012,Parts per billion,28.722727,Parts per million,0.037625
2012-519,1103,9/16/2012,Parts per billion,17.254545,Parts per million,0.038708
2012-520,1103,9/16/2012,Parts per billion,17.254545,Parts per million,0.038708
2012-521,1103,9/16/2012,Parts per billion,17.254545,Parts per million,0.038708
2012-522,1103,9/16/2012,Parts per billion,17.254545,Parts per million,0.038708
2012-523,1103,9/17/2012,Parts per billion,21.881818,Parts per million,0.027542
2012-524,1103,9/17/2012,Parts per billion,21.881818,Parts per million,0.027542
2012-525,1103,9/17/2012,Parts per billion,21.881818,Parts per million,0.027542
2012-526,1103,9/17/2012,Parts per billion,21.881818,Parts per million,0.027542
2012-527,1103,9/18/2012,Parts per billion,30.577273,Parts per million,0.025792
2012-528,1103,9/18/2012,Parts per billion,30.577273,Parts per million,0.025792
2012-529,1103,9/18/2012,Parts per billion,30.577273,Parts per million,0.025792
2012-530,1103,9/18/2012,Parts per billion,30.577273,Parts per million,0.025792
2012-531,1103,9/19/2012,Parts per billion,30.936364,Parts per million,0.020542
2012-532,1103,9/19/2012,Parts per billion,30.936364,Parts per million,0.020542
2012-533,1103,9/19/2012,Parts per billion,30.936364,Parts per million,0.020542
2012-534,1103,9/19/2012,Parts per billion,30.936364,Parts per million,0.020542
2012-535,1103,9/20/2012,Parts per billion,35.204545,Parts per million,0.026208
2012-536,1103,9/20/2012,Parts per billion,35.204545,Parts per million,0.026208
2012-537,1103,9/20/2012,Parts per billion,35.204545,Parts per million,0.026208
2012-538,1103,9/20/2012,Parts per billion,35.204545,Parts per million,0.026208
2012-539,1103,9/21/2012,Parts per billion,30.128571,Parts per million,0.032619
2012-540,1103,9/21/2012,Parts per billion,30.128571,Parts per million,0.032619
2012-541,1103,9/21/2012,Parts per billion,30.128571,Parts per million,0.032619
2012-542,1103,9/21/2012,Parts per billion,30.128571,Parts per million,0.032619
2012-543,1103,9/22/2012,Parts per billion,28.909091,Parts per million,0.035292
2012-544,1103,9/22/2012,Parts per billion,28.909091,Parts per million,0.035292
2012-545,1103,9/22/2012,Parts per billion,28.909091,Parts per million,0.035292
2012-546,1103,9/22/2012,Parts per billion,28.909091,Parts per million,0.035292
2012-547,1103,9/23/2012,Parts per billion,29.427273,Parts per million,0.030708
2012-548,1103,9/23/2012,Parts per billion,29.427273,Parts per million,0.030708
2012-549,1103,9/23/2012,Parts per billion,29.427273,Parts per million,0.030708
2012-550,1103,9/23/2012,Parts per billion,29.427273,Parts per million,0.030708
2012-551,1103,9/24/2012,Parts per billion,20.027273,Parts per million,0.026174
2012-552,1103,9/24/2012,Parts per billion,20.027273,Parts per million,0.026174
2012-553,1103,9/24/2012,Parts per billion,20.027273,Parts per million,0.026174
2012-554,1103,9/24/2012,Parts per billion,20.027273,Parts per million,0.026174
2012-555,1103,9/25/2012,Parts per billion,17.605,Parts per million,0.026889
2012-556,1103,9/25/2012,Parts per billion,17.605,Parts per million,0.026889
2012-557,1103,9/25/2012,Parts per billion,17.605,Parts per million,0.026889
2012-558,1103,9/25/2012,Parts per billion,17.605,Parts per million,0.026889
2012-559,1103,9/26/2012,Parts per billion,16.578947,Parts per million,0.028625
2012-560,1103,9/26/2012,Parts per billion,16.578947,Parts per million,0.028625
2012-561,1103,9/26/2012,Parts per billion,16.578947,Parts per million,0.028625
2012-562,1103,9/26/2012,Parts per billion,16.578947,Parts per million,0.028625
2012-563,1103,9/27/2012,Parts per billion,20.338889,Parts per million,0.028625
2012-564,1103,9/27/2012,Parts per billion,20.338889,Parts per million,0.028625
2012-565,1103,9/27/2012,Parts per billion,20.338889,Parts per million,0.028625
2012-566,1103,9/27/2012,Parts per billion,20.338889,Parts per million,0.028625
2012-567,1103,9/28/2012,Parts per billion,21.971429,Parts per million,0.02725
2012-568,1103,9/28/2012,Parts per billion,21.971429,Parts per million,0.02725
2012-569,1103,9/28/2012,Parts per billion,21.971429,Parts per million,0.02725
2012-570,1103,9/28/2012,Parts per billion,21.971429,Parts per million,0.02725
2012-571,1103,9/29/2012,Parts per billion,31.908696,Parts per million,0.020792
2012-572,1103,9/29/2012,Parts per billion,31.908696,Parts per million,0.020792
2012-573,1103,9/29/2012,Parts per billion,31.908696,Parts per million,0.020792
2012-574,1103,9/29/2012,Parts per billion,31.908696,Parts per million,0.020792
2012-575,1103,9/30/2012,Parts per billion,29.263636,Parts per million,0.035
